Plant_ID,Leaf_Vibration_Hz,Pollen_Scent_Complexity,Bioluminescence_Intensity_Lux,Root_Signal_Strength_mV,Growth_Rate_mm_day,Ambient_Temperature_C,Soil_Moisture_Level,Sunlight_Exposure_Hours,Symbiotic_Fungus_Present,Plant_Message_Type,Soil_Nutrient_Level,Temperature_Stress_Factor,Photosynthetic_Efficiency_Index
PLANT_0021,72.11377339760827,6.0,4.150783967946743,157.7447103005656,5.8145804523833995,13.748274356683574,0.29995743042866296,3.8984858115053873,1,Distress,0.40429906616149763,Medium,0.011029973869169199
PLANT_0022,46.1538894764319,,2.0651736893942507,258.8411211103423,3.629079475500781,20.0699249226635,0.4906966259793299,7.190578842752435,0,Contentment,0.40268025027931864,Low,0.17752112623773736
PLANT_0023,51.353883600720316,3.0,9.087707318319916,218.48970197252655,6.112905621425369,24.541335958033393,0.5385850996204882,6.026523362336909,0,Invitation,0.9058597247344874,Low,0.37402421096355243
PLANT_0024,28.521147751913354,9.0,28.784151389864572,214.08436994501497,2.143703628621703,25.913560533425265,0.452232430412795,9.784546328150796,1,Distress,0.33828851245358654,Low,0.08837533278432506
PLANT_0025,41.78979560171482,10.0,,202.99263409706248,7.022498884651709,25.400425597232758,0.15071537627626644,7.540832053521803,0,Contentment,0.9238236828134408,Low,0.12856812929318795
PLANT_0026,51.4008384713338,2.0,7.989652883295679,265.978566366415,4.375271265033129,23.542468737664127,1.0,9.585653817936361,0,Distress,0.760849159691718,Low,0.47909454780765975
PLANT_0027,32.67167798490204,6.0,20.958046189107396,214.1716006764924,3.368140328385252,16.419445432281123,0.6718329867645918,3.2262353253436222,0,Contentment,0.7399202990815085,Medium,0.018376047953930604
PLANT_0028,55.28914190101413,7.0,4.872971350273359,123.00855462940414,3.863876015590945,27.083337818213238,0.5824822458992227,-0.06688512277628743,0,Invitation,0.8611494220790923,Low,0.02406062428974385
PLANT_0029,41.419551190925795,9.0,46.42897704720696,261.49343468270257,4.670409191149357,16.428131500595313,0.7555400629194892,6.506682873591179,0,Contentment,0.3632553163478311,Medium,0.15374257069962954
PLANT_0030,45.384753980441594,3.0,14.41478651345151,254.04393799129127,4.984218569297961,27.51314150263365,,6.166507756261924,0,Warning,0.5487838874128486,Low,0.27179141534525286
PLANT_0031,40.84261049581376,10.0,11.944553036518549,228.4859439957774,5.13282559082847,25.10810362488452,0.35914956936058245,5.8553310127726546,1,Warning,0.3840100855827672,Low,0.09928131439857765
PLANT_0032,78.01640683308017,3.0,16.682128802734184,143.83368786939394,4.124829429806981,28.786529005523285,0.7548452083430067,6.245671323493238,0,Invitation,0.8927519047302556,Medium,0.35503884587776163
PLANT_0033,49.82636458074665,7.0,3.839481241196062,149.45997911916385,5.374480636049538,22.236690003136182,0.6733005682133925,3.79947026254876,1,Contentment,0.9893793001014252,Low,0.05441651590912552
PLANT_0034,34.15959805600242,4.0,,105.00686269735972,5.057813492495108,17.69304691251634,0.36220677220458575,7.107642185015141,0,Invitation,0.8382107081095306,Medium,0.18372990089483446
PLANT_0035,62.37260171344746,8.0,8.818986058918826,223.8461190509197,3.7295478235208797,15.516898096125198,0.66261854616656,7.4357001386700405,0,Warning,0.636461168717188,Medium,0.25720159066782433
PLANT_0036,31.652435034843183,7.0,46.385036760646294,133.84880235906272,3.390957233178766,16.151275533841247,0.4513200780327418,3.6573860441801815,0,Contentment,0.8416959270117789,Medium,0.01
PLANT_0037,53.016223924573666,5.0,3.4424487268935335,113.67951092049647,6.225508883932924,13.794348786377318,0.5472561912159534,5.360962720783484,1,Warning,0.01,Medium,0.01
PLANT_0038,20.758454023891176,7.0,14.183887298322183,264.02678312220763,6.066086512230954,26.71971221472631,0.6227680886301259,5.425438295409338,1,Contentment,1.0,Low,0.39438829314137436
PLANT_0039,30.297278379257513,3.0,18.492994935384083,239.96825864294664,5.091657782316953,27.322585127166317,0.7644020227548687,4.7414819563308495,1,Contentment,,Low,0.25952868984964406
PLANT_0040,53.207778333297135,2.0,0.8170502024952662,182.65170181934718,6.86508533918559,24.826614077418512,0.3711363241212195,3.677912348057217,0,Warning,0.6505686376937408,Low,0.01
PLANT_0041,61.296547420892686,6.0,8.595690362133633,194.16048275622265,1.0722508344603037,21.749838667723832,0.5717500696184415,5.9716436160624875,1,Distress,0.6245368299092141,Low,0.2669498953499001
PLANT_0042,52.35876143261794,2.0,26.469782289156537,79.06340093161754,3.9234895629666657,32.16772535197169,0.9075406412950756,6.511547724314319,0,Contentment,0.5644658828400737,Medium,0.28628832217689887
PLANT_0043,48.24467270369265,3.0,34.1084579657846,244.91646472510095,2.644457254529091,21.48928386116382,0.46200546689014216,4.779969950429558,0,Contentment,0.8893381822994555,Low,0.19552325221860617
PLANT_0044,45.326161302489886,6.0,7.657427056454702,164.2096699617368,9.507896795970385,23.062799057977646,0.5439086074443267,3.890792437228762,1,Contentment,0.7473899125814197,Low,0.03114107508760894
PLANT_0045,28.01232889414287,5.0,31.707781931285865,215.92182447814852,6.421145420272653,21.850664329350337,0.8966646859273154,6.814422526604232,0,Distress,0.25465162248505896,Low,0.19971451866140008
PLANT_0046,39.322980047555575,,68.3620561923145,76.26613814910175,4.8703398894281555,20.407624205023687,0.6342558330045444,4.583709574233711,1,Contentment,0.9006938573214508,Low,0.20283190023123732
PLANT_0047,43.50244959967649,9.0,38.487798426493015,249.5956620884733,6.556865382543306,25.223810068640397,0.21696373281068101,5.434246639342429,0,Contentment,0.6688020661809215,Low,0.09255708682575862
PLANT_0048,65.70715122545602,3.0,2.318212988290135,160.7959621516827,7.285639255940501,18.9523815489898,0.34128973210658703,5.1023843311665775,1,Contentment,0.8178416333780615,Low,0.1481550756950951
PLANT_0049,54.738876864784366,10.0,26.79004242557637,130.06254083815043,7.272181265749353,18.696096067051407,0.6369203132375653,8.495946878277405,1,Distress,0.29001675865539167,Low,0.1621141031629624
PLANT_0050,23.915055947804717,3.0,7.84195376045476,182.4378753698559,6.835241958411349,25.46011312838503,0.5676382192300866,4.577882176546658,1,Invitation,0.4611379872395473,Low,0.10893371478988466
PLANT_0051,54.42716895068747,3.0,89.17765591558754,170.99973155086226,4.472957820396353,19.407440861463055,0.5338769576716684,9.549548483398913,0,Contentment,0.5799731954152916,Low,0.20063681758390536
PLANT_0052,43.598849271590275,6.0,12.881387170825981,253.10149579821385,3.990193228944617,22.657632284625645,0.9255379870894515,7.522851013947757,0,Contentment,0.5599146246254091,Low,0.4675913582043824
PLANT_0053,39.468025117645205,1.0,2.383140737575124,179.68018935723455,3.0959883021686023,20.206125480423275,0.38855798872797886,9.689381956049917,1,Invitation,0.6721791130452686,Low,0.16364644869520478
PLANT_0054,59.01800910550697,7.0,25.940298579355115,268.07685102789196,5.9810035344198065,22.036925649313968,0.4902471039028178,7.2754629454129445,0,Invitation,0.6958570431329199,Low,0.30256072235017917
PLANT_0055,65.83408124409148,1.0,7.385805956472415,216.99912252477034,4.612871725004369,18.618458282646632,0.10183348643586515,5.596097774918367,1,Distress,0.5196761058523606,Low,0.041571489222656105
PLANT_0056,63.90115001042245,5.0,117.2381142142121,244.1367337044823,4.12437869702621,18.936017028612582,0.7365831931047663,4.160322039100853,1,Invitation,0.5217581697129612,Low,0.09465569844754426
PLANT_0057,37.59752287537416,10.0,77.99291559010773,200.125492396488,,17.899369848696345,0.3428591137423136,5.32373940202533,0,Distress,0.11059660175182918,Medium,0.016216546946411795
PLANT_0058,45.24891451343005,8.0,21.32067521883743,263.8324489059314,7.904483676641953,26.126285256384303,0.7050064080284075,8.928055245492482,1,Distress,0.405114424603025,Low,0.22395297616664134
PLANT_0059,55.402363748246344,4.0,2.008818518803249,144.30494595727112,6.878246980813885,22.73079052654678,0.6937701752736014,5.965262659623956,1,Contentment,1.0,Low,0.5147059451702026
PLANT_0060,65.02057030443346,5.0,22.56938682607158,205.37309701595072,8.616208023013705,26.79035009550788,0.9804487312569637,7.303840865558327,0,Contentment,,Low,0.5677583209112258
PLANT_0061,42.784402154342146,4.0,1.3337110556944247,180.19934197108904,6.017829818079041,27.010682572862134,0.6309006112500601,6.366625237929344,0,Warning,0.9225720597083316,Low,0.4816992230138721
PLANT_0062,47.28026405284404,4.0,1.43225833420446,268.96144160097384,,19.77228606691248,0.43216860474800967,6.489084998691139,1,Invitation,0.7269289562520387,Low,0.26092579663561843
PLANT_0063,33.471148420220466,8.0,35.04754876718386,273.4923279847266,4.965634901259722,26.505328524500644,,6.559661045210469,0,Invitation,0.8375744345019009,Low,0.4229712565662904
PLANT_0064,32.353900151412844,2.0,4.045192975937733,198.73678235546518,2.956161291077718,21.65358737954765,0.35398957211316484,7.018132673647941,1,Distress,0.28123861593290345,Low,0.08894255770858964
PLANT_0065,62.526827820897594,1.0,8.765946077199576,137.1284762708792,2.4589625188506528,21.313309552419,0.5572126602736339,4.410535236209663,0,Contentment,0.7674832933278043,Low,0.13557585015542575
PLANT_0066,70.31101701289467,3.0,73.42096399978925,222.46083729605294,6.026926696149144,28.336193912647246,0.4637958303362718,5.532642314130545,1,Warning,0.6736821373506193,Medium,0.13885801652559704
PLANT_0067,48.78517898257336,9.0,8.41481115170265,116.5442001586349,3.099423686005759,24.808974551413495,0.4833924250309111,6.5944148834065865,0,Contentment,0.7029574386889265,Low,0.2969138703859105
PLANT_0068,64.75857460494763,4.0,6.925547371943168,282.08781614384264,5.424762683441465,20.281219071676325,0.32252842097625484,6.31162644571497,1,Contentment,,Low,0.18597961487281214
PLANT_0069,55.586750790983984,10.0,49.86179738913063,178.4954870686541,7.212837014771739,24.487591398039044,0.5658632365660405,5.127062120427995,1,Distress,0.32463272811308846,Low,0.10371582420388813
PLANT_0070,40.36206608910916,5.0,2.444257996767032,198.61969547857174,3.7203693831716866,15.547166521755452,0.6594922771785356,6.864554763605522,0,Invitation,0.5414801416125657,Medium,0.20248598654612757
PLANT_0071,56.01313384382464,2.0,29.37943663798873,166.037700939457,9.077287587417693,23.42012010441326,0.17858150338518206,4.505084195543031,0,Warning,0.7308417163432575,Low,0.04339220069214598
PLANT_0072,73.20986572970817,4.0,87.98099090137944,154.10869248401607,2.9864026090333695,14.527756354036507,0.3624713903734949,3.5916182145966142,1,Warning,0.6952459260691378,Medium,0.012528550074772077
PLANT_0073,49.472999831912226,2.0,,237.01371306690444,6.995936467101475,16.982635340544274,0.5304839681905461,6.587371310852619,1,Distress,0.6338239068711765,Medium,0.1926344227358318
PLANT_0074,74.17522980589473,2.0,21.15226566611325,192.80496503122728,5.854863491283181,24.957928260677864,0.03333551672304049,3.591922242644926,0,Contentment,0.6775122923070274,Low,0.01
PLANT_0075,11.079536427219477,4.0,7.075313586930646,203.85245594493134,7.379868865146374,8.540862392388792,0.8485350763039773,6.629221286192606,1,Invitation,0.8883952523889701,High,0.1440579868914905
PLANT_0076,61.76342081200578,6.0,5.95520317199063,149.01054750429716,2.7712139590906637,31.054012865795617,0.3687093425795702,2.103694159509907,0,Contentment,0.9974025226575194,Medium,0.010443389139047216
PLANT_0077,51.30967959724756,7.0,34.16721428436696,243.0135657964833,9.65682947090036,26.30184490120929,0.3109634908154337,4.618808767688131,0,Contentment,,Low,0.09174015516713051
PLANT_0078,45.560200308876375,10.0,42.291313120007366,247.0579934056623,4.669690298183638,12.669442503159376,0.45887753815292803,5.259585445110126,1,Contentment,0.7483285889892916,Medium,0.14302240035581998
PLANT_0079,50.99864000225652,3.0,14.928050738547928,189.3634121803893,6.416442203296231,33.88624176585286,0.5300849408492951,2.866223043334846,1,Warning,0.20601037059956448,Medium,0.010156720676360488
PLANT_0080,20.605282540548924,3.0,5.748045746963455,263.1133846174438,7.890722088686357,35.433719112342935,0.35086092798780616,5.322040314163819,0,Contentment,0.564664520033916,Medium,0.07877055190811247
PLANT_0081,46.559777412459425,10.0,3.0278169723221886,194.47833855279555,3.789775867067311,21.187208465209583,0.702908372043073,8.392354872779864,1,Warning,0.5383075669846709,Low,0.3138427523377178
PLANT_0082,55.11999401953058,6.0,1.3566660309386007,239.89658583436858,6.619659893424069,17.351382631028073,0.5832919631068015,3.557446858903145,0,Contentment,0.2470832773688551,Medium,0.01
PLANT_0083,72.64985069628463,3.0,25.31657166570311,119.50782732190066,3.4814278293659657,30.45748438961781,0.32430094500271206,5.329930577765955,1,Contentment,0.468725890575735,Medium,0.0638003236988203
PLANT_0084,42.03832765789028,2.0,10.912101146438006,216.89961594176384,7.84764361976226,20.262477587146837,0.3926414713413496,9.445737836755523,1,Warning,0.8640654037219827,Low,0.23855601951941288
PLANT_0085,37.85083170718066,,47.40066806573246,185.4104251797553,3.43135149228459,22.76220871961076,0.19778628135188395,3.8800063749470217,1,Warning,0.46835572804341447,Low,0.012855305542480619
PLANT_0086,42.46809124122987,5.0,27.03279644305669,208.05884380190093,5.026659116449986,28.201396592954175,0.25162129258483557,8.822935352291683,1,Contentment,0.6465487345672426,Medium,0.08637248943342934
PLANT_0087,63.459340282032166,1.0,4.6413154146498155,205.6174153683897,5.643377361987268,21.241985780805784,0.5832274226861663,5.383422634010242,0,Distress,0.01,Low,0.01
PLANT_0088,55.50288982668013,3.0,18.714664344513707,206.45341024446813,6.534471821541771,20.780727283084158,0.3293559334106312,6.204549171313485,1,Invitation,0.6672400373933461,Low,0.17129479385331878
PLANT_0089,42.16618275311936,10.0,11.401050467885652,231.71422652999345,8.957159188850985,15.548007000573145,0.8595374059017213,8.652088498797212,1,Warning,0.2579210758497569,Medium,0.1231145732409183
PLANT_0090,57.623432969656676,8.0,,171.85624939971515,4.133012284681578,18.790232983940403,0.508958990900914,4.9497849752073915,0,Warning,0.8598720704364525,Low,0.23111109767201943
PLANT_0091,51.89438217725827,4.0,26.846523673801645,228.7691760931696,7.245193850391232,20.6291031979011,,7.298182419683468,1,Warning,0.6564148946105967,Low,0.13578107743540865
PLANT_0092,64.25278617740167,7.0,33.4214998333605,261.08165878415485,8.936647161757701,15.842504445352322,0.2658153666421305,7.791548437479457,0,Contentment,0.3221086390759785,Medium,0.05427872284223018
PLANT_0093,40.06182948602277,10.0,37.03413562431573,127.94894492193748,,16.46931502087663,0.7100836215981349,4.719718157354917,1,Distress,0.5245565841755451,Medium,0.10657431026603534
PLANT_0094,45.6210491465057,2.0,5.586499820158476,159.66821385122842,,21.949722165400818,0.4822303397200715,4.532822410012248,0,Invitation,0.8621572350210762,Low,0.14560338833566297
PLANT_0095,44.50118971455618,7.0,0.0,162.05681861479306,1.553914084411845,12.728056821895148,0.7075228538092867,5.512461987428096,0,Distress,0.3613608780156098,Medium,0.10995406978720701
PLANT_0096,28.039637770200226,5.0,26.634783246201525,147.0778001771397,8.756972123803354,17.61879287798458,0.4302487829873849,5.648629648561725,0,Contentment,0.5355437635507443,Medium,0.1097776855736126
PLANT_0097,54.33740439243307,5.0,2.6403173499291475,176.8100990401772,4.501325502558284,31.797451011866016,0.38931102649293664,3.7213475977194763,1,Contentment,0.6954407546440279,Medium,0.01
PLANT_0098,53.96752943484961,6.0,7.741950730441615,250.4481799632279,2.9582899288242466,20.424474903240455,0.7118745960958078,4.6377123577036174,1,Invitation,0.6466314611012142,Low,0.19981976834949855
PLANT_0099,50.04057233009415,,0.5138554269158224,272.4680700138574,2.3112342602736855,19.57952574453411,0.33832171606873157,0.02877886172306417,0,Contentment,0.7600139030400269,Low,0.01
PLANT_0100,46.396182087746666,6.0,22.727782136775236,205.7118051085716,2.9407858677348413,20.274082807708634,0.5954548299481778,5.264919540659061,0,Contentment,0.6153537712264621,Low,0.22098532196045007
PLANT_0101,28.79892721579287,8.0,4.281323606347666,183.69655974551563,6.862221656922571,20.332290395505918,0.4597251912576067,7.7863182918938865,0,Invitation,0.6226453449856311,Low,0.25742860033228304
PLANT_0102,43.56994301728896,7.0,21.331284736452137,240.64607106677184,7.182742367033588,24.882961213006737,0.6781381325299892,2.6400315273364683,1,Distress,0.3375017696072954,Low,0.013352118182682022
PLANT_0103,45.271956197736785,9.0,95.3124221875169,81.9928142670634,6.360374580155431,24.578672628370853,0.860166548789069,5.103649019344908,1,Distress,0.1701402757962563,Low,0.0802450258370647
PLANT_0104,38.61534985633965,4.0,1.7324072168869906,147.24439109807275,5.211121542900498,19.905872569439435,0.421322502680547,10.89232452376426,0,Contentment,0.7393902536871603,Low,0.05923516057668209
PLANT_0105,47.57555537732316,2.0,1.5102330414332663,82.96495033189873,2.448020788495961,20.886748551308557,0.3973835994853978,5.993745952731135,0,Contentment,0.9490262831510093,Low,0.28229478469183983
PLANT_0106,56.13060000895335,7.0,8.556753570811304,144.6606860083276,3.556543972494317,28.519142569110436,0.6341021625898569,8.649759316906932,1,Warning,0.45019359110130436,Medium,0.15265873601602006
PLANT_0107,78.30938762528949,6.0,40.631025551259256,160.98593435684054,2.8378654864483406,14.488080026427609,0.27751409936273896,3.9551959133692822,0,Distress,0.19533859231772838,Medium,0.01
PLANT_0108,52.91389461524199,1.0,5.037309883947769,272.47134880732176,6.226277563569715,21.776534818376813,0.8247158246742508,6.931028161812625,0,Warning,0.3112559557979261,Low,0.22263730632420708
PLANT_0109,54.16728088680695,9.0,9.232439252962838,62.76594580165147,,22.8894449155491,0.7924352038907932,3.548114637405537,0,Invitation,0.45891925667488814,Low,0.014940355027328373
PLANT_0110,48.934070050622,9.0,,180.0554426331733,3.59824969863266,18.138512364742784,0.2993314434650873,6.873708901712559,1,Invitation,0.6466066479814229,Low,0.17099523587157392
PLANT_0111,20.98309492739106,2.0,28.602224146113592,230.40445931699878,4.572470470545534,21.38872215145598,0.1837991746141552,7.763228053697129,1,Contentment,0.47060343354701123,Low,0.07894012142213293
PLANT_0112,49.673696287431646,3.0,10.936830971162308,220.25562958292758,1.6628947283385407,17.419936928243743,0.2719327392722484,7.219301101500017,1,Warning,0.44697849259364214,Medium,0.07075489345225877
PLANT_0113,51.30816252987875,5.0,28.077501933704838,275.1116753232733,5.029127512427041,25.15672140089283,0.2750199773866065,5.284453346454124,0,Warning,,Low,0.09171277068958616
PLANT_0114,86.65367567124058,5.0,45.91433467999379,206.38003868480692,4.794818050115289,15.339710006927676,0.6621883160358348,6.512162251175766,1,Distress,0.4411059752280067,Medium,0.15854038177607158
PLANT_0115,47.28287707187505,1.0,5.237873732163929,217.1774944858421,7.33237479213554,27.129113516767934,0.8072950319406915,6.600805038982241,0,Distress,0.5398724969476281,Low,0.38013932807380674
PLANT_0116,54.84969550929634,8.0,33.79276622002464,107.77590362562238,3.3390616738844434,21.71343638349513,0.6568173815630763,7.22924194647344,1,Distress,0.04829264366880732,Low,0.03696869259674154
PLANT_0117,49.199292622027556,8.0,1.2390906818480445,152.14578562451078,2.399063012242348,19.84422322161469,0.4516521164947731,5.802933624951892,1,Contentment,0.5517328626507916,Low,0.1833153683862288
PLANT_0118,32.71677530812916,4.0,46.30135042240946,109.85576256408977,4.2567909859694675,17.15647725395522,0.5710146189563239,7.905307838064764,1,Contentment,0.5872268295553996,Medium,0.2024206665311109
PLANT_0119,67.46582236569397,7.0,20.52169674665007,229.34983076166358,2.789241670704651,27.364472537777832,0.330924880270827,8.861373886260703,0,Distress,0.01,Low,0.010282811658058071
PLANT_0120,61.18084027836504,10.0,40.9308323394615,218.73500571862598,5.125263754463743,18.70846418174805,0.7229576193759751,5.360863464905652,0,Contentment,0.512083906375734,Low,0.23576057536608014
PLANT_0121,61.897289977128516,3.0,0.024382894014295744,215.44439808106065,1.2502421678652238,16.353854064307676,0.5856702049910875,6.1438811910655735,1,Distress,0.22343449019748002,Medium,0.06997227940399492
PLANT_0122,36.73064579100685,6.0,4.121290920210331,156.10374667613803,3.8225220266705944,27.24918698958872,0.6530714574954058,4.17927436800494,1,Distress,0.010354228286630884,Low,0.01
PLANT_0123,70.98971754502838,10.0,10.318712473260081,152.2045036482724,3.167860317376965,17.5267072651513,0.3539176206072558,6.653961535588615,0,Contentment,0.297840328599508,Medium,0.05884151262736049
PLANT_0124,28.915777973816137,10.0,10.326154444690575,210.71760014756003,6.083355511385116,21.56868994124598,0.4770769471451447,6.667652715419311,1,Warning,0.7715727882473219,Low,0.3084197657011787
PLANT_0125,59.07547383293019,9.0,5.298666632970388,165.76215238535693,3.3718143434715566,26.1175211201586,0.6441739415689488,6.141686475766791,1,Contentment,0.6914830582887075,Low,0.3532277243195689
PLANT_0126,82.60052461671242,1.0,10.162346953395717,148.9243744720368,1.5432515146065142,22.813549323507146,0.7869063196638537,6.280894672070227,1,Warning,0.28069527301412833,Low,0.18585316761709425
PLANT_0127,34.91712620732131,5.0,2.988880626323311,175.33502083587803,4.562509652142703,30.720841574912527,,9.781410197149032,1,Distress,0.1123552989032513,Medium,0.015429623911362505
PLANT_0128,41.439413792278906,4.0,10.465630921787152,166.53984821064162,5.641605383628461,17.931434402121187,0.658114621699449,0.155805946575654,0,Distress,0.016975535169265983,Medium,0.01
PLANT_0129,51.729616598638735,8.0,32.19300022838583,157.61306136207654,4.545029112912435,20.70077326076247,0.3631785229533528,5.052065440729569,0,Invitation,0.37894426181374097,Low,0.07568239065561395
PLANT_0130,42.758272288521354,1.0,,138.79216124057328,3.7101846614315646,21.25542175642755,0.9173027400026393,5.279046621997845,0,Distress,0.5759682789640145,Low,0.3264375472735092
PLANT_0131,27.295102772303906,9.0,0.05523641807446572,222.1968504406354,3.699265021275605,25.060324339751062,0.4181071173914384,8.907547506667926,1,Warning,0.5559483994523475,Low,0.18050642528918417
PLANT_0132,51.138955017897864,6.0,11.42223610975183,276.0592824154521,5.229401523224651,28.348665623940217,0.6329873284606348,6.922732491168392,0,Contentment,0.9683703674922771,Medium,0.36173447251167523
PLANT_0133,33.940363789301756,4.0,0.7449336041071549,198.10440401970789,3.1702906930870216,22.579539273241615,0.532681131736149,6.943206611345899,1,Invitation,0.674605247393665,Low,0.32201692103166774
PLANT_0134,56.922721387631725,9.0,67.89441067973274,209.15244429716176,4.348619966714395,21.2639797612887,1.0,8.495360132561927,0,Warning,0.15661548871057696,Low,0.13217654886664498
PLANT_0135,36.46765877786102,5.0,1.8956271404917735,228.43208670828133,6.438697905519238,14.75958406391754,0.5443245437297348,5.6243625204296075,0,Distress,0.3255726621797991,Medium,0.08008934999181719
PLANT_0136,73.52691711712443,5.0,24.747402347117948,219.0143840959988,2.436482433705241,22.719139746086913,0.3937138944845161,7.334249307259219,1,Distress,0.4696938582154401,Low,0.16811470907299456
PLANT_0137,38.037569288369745,5.0,71.73848647054525,156.7739394060868,4.958956058495197,18.624192350326208,0.6317591814126384,4.970282041799302,0,Contentment,,Low,0.2280319428657592
PLANT_0138,45.23595601359139,1.0,35.210217745187244,286.11970235526053,1.4111579996111627,25.011251535890416,0.6176332595753029,3.9620692736813954,0,Contentment,0.637753095966855,Low,0.04668886186994025
PLANT_0139,62.83302975806681,1.0,23.82528615714617,163.73092131427165,5.481799232466587,20.00413311011734,0.4720593529282826,9.543390611020287,1,Contentment,0.9496790516388662,Low,0.2816325107954987
PLANT_0140,31.07508912391144,8.0,36.17656831572241,231.9871620798116,3.124385580588014,20.772584251360758,,6.7035614373201255,0,Invitation,0.9953873372256588,Low,0.23908547619419163
PLANT_0141,53.128129705170856,8.0,80.88707524038732,225.94744414977316,7.054401750472777,14.694735327006384,0.3933931719327204,7.250048639967697,0,Contentment,0.5497274101109506,Medium,0.12341221605437049
PLANT_0142,69.52276923971044,,19.75804689552189,101.38521208843615,2.0526589122468843,12.977277740400993,0.6772656551980575,3.758417991053584,0,Invitation,0.7901449841591075,Medium,0.029032876589082664
PLANT_0143,25.84083593752181,4.0,16.394012057470174,182.09904534974007,5.898391530775751,31.247633903609593,0.15596263150669065,6.97860797688376,1,Contentment,0.732727046558495,Medium,0.07086405909253053
